
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,6.646477448115529E-6,7.979168482288745E-6,0.0,
0.0,0.0,6.646477448115529E-6,1.5191790199677316E-5,0.0,
0.0,0.0,6.646477448115529E-6,3.500562933919877E-5,0.0,
0.0,0.0,6.150746078213078E-6,3.500562933919877E-5,0.0,
0.0,0.0,6.206721453136135E-6,5.9450323953868405E-5,0.0,
0.0,0.0,6.206721453136135E-6,8.434021950558983E-5,0.0,
0.0,0.0,2.4742362228280124E-5,2.080898091886595E-4,0.0,
0.0,0.0,2.6974554347081784E-5,2.707191546299954E-4,0.0,
0.0,0.0,3.148966492946772E-5,0.0011516359648743697,0.0,
0.0,0.0,2.4191149850684096E-4,0.001635308578327175,0.0,
0.0,0.0,2.5478000698320766E-4,0.0031794925833683405,0.0,
0.0,0.0,2.5478000698320766E-4,0.0038182765994336887,0.0,
0.0,0.0,0.0019239202169828952,0.006171726176909221,0.0,
0.0,0.0,0.0018707243882493238,0.007444050200250995,0.0,
0.0,0.0,0.0018615221093681504,0.009070263185249611,0.0,
0.0,0.0,0.00424572828532339,0.01447472605529529,0.0,
0.0,0.0,0.004045963448020405,0.016692390148421152,0.0,
0.0,0.0,0.004265669675805653,0.015392900055433823,0.0,
0.0,0.0,0.007982684970531027,0.018717351596745993,0.0,
0.0,0.0,0.007982684970531027,0.022719973017858153,0.0,
0.0,0.0,0.008279621486730263,0.025244832048239872,0.0,
0.0,0.0,0.01287852931100912,0.02792555760143983,0.0,
0.0,0.0,0.012888738194205968,0.02865429978843621,0.0,
0.0,0.0,0.015001265427801988,0.02557073312332798,0.0,
0.0,0.0,0.0255527456725996,0.03012865861352412,0.0,
0.0,0.0,0.029371132110914536,0.028693242894172785,0.0,
0.0,0.0,0.029371132110914536,0.0280407301759175,0.0,
0.0,0.0,0.024306497807543695,0.029144680398189116,0.0,
0.0,0.0,0.023841896862376026,0.03573537412174005,0.0,
0.0,0.0,0.02349507019710979,0.03609507006127275,0.0,
0.0,0.0,0.02349507019710979,0.03626151433895567,0.0,
0.0,0.0,0.02720796821169128,0.03564808594919924,0.0,
0.0,0.0,0.02720796821169128,0.03564808594919924,0.0,
0.0,0.0,0.02720796821169128,0.03478341875083038,0.0,
0.0,0.0,0.026606006006141457,0.037632653651548165,0.0,
0.0,0.0,0.03001802197416504,0.03357877827910133,0.0,
0.0,0.0,0.028414300803924306,0.03743334682476669,0.0,
0.0,0.0,0.0310929370641487,0.04162319246846452,0.0,
0.0,0.0,0.030691020190647338,0.04498483686759616,0.0,
0.0,0.0,0.032288094441833434,0.043195173529471796,0.0,
0.0,0.0,0.03102841626474344,0.044882039793114066,0.0,
0.0,0.0,0.03069234208791146,0.04575636238493991,0.0,
0.0,0.0,0.031151520118361635,0.05036833854753424,0.0,
0.0,0.0,0.031220948906652408,0.052157616952487273,0.0,
0.0,0.0,0.0313803250348982,0.053067058610221624,0.0,
