
4.2029393810294026E-27,3.8307883533968843E-29,1.0,1.218790836778384E-28,1.1567403507759138E-21,5.320365220916815E-29,
4.997492810150447E-31,6.857796081952185E-30,1.0,1.5318259955814861E-29,4.6140425569147146E-23,3.5467666441695924E-32,
8.818992251799606E-33,8.653417287803404E-23,0.9999999999991616,3.0904485931690263E-31,8.35937100004121E-13,4.930015909372118E-31,
5.72345883069848E-32,2.1962283487383187E-22,1.0,1.277367397525338E-29,2.8898223532192333E-15,5.3014826099551824E-36,
6.613262793364328E-34,2.271511070156417E-24,1.0,2.952470641695218E-31,2.102499438614019E-18,7.011569462049117E-37,
2.2133740050545732E-29,8.519216705496115E-20,1.0,1.1312510051984843E-27,5.409541518806618E-37,1.3547519174752398E-32,
2.5256910994009293E-33,1.4182582048768603E-22,1.0,7.459967846401198E-32,1.1844128658592288E-24,3.115318995642099E-34,
5.402053084878248E-38,3.982866223577596E-26,0.9999999999999858,9.455092684235342E-36,1.4087355350600689E-34,4.681539784195855E-39,
6.288024248540793E-33,1.5579849459931106E-9,0.022595561457424567,2.8057091222022525E-32,0.9774044369845897,6.263111716374139E-34,
4.468422633972816E-37,1.3374584132322549E-14,0.9999999999999716,5.860303765253157E-36,6.518579912860678E-33,7.1415787269630534E-37,
2.3383284662922565E-37,2.1331505777584373E-21,0.6800406069267347,4.7961183691989305E-37,0.3199593930732653,2.869051671529758E-38,
2.244559884278943E-38,1.6533236865482466E-18,0.00213527714932841,5.300808962356004E-37,0.9978647228506692,3.6042440451282386E-38,
3.906443436870778E-43,5.293761970702174E-21,1.0,9.54777127056139E-43,9.810936692176203E-24,3.512823159626355E-45,
1.3153565603276453E-38,7.228264560971633E-19,0.003114476483915936,1.2805614702401327E-38,0.9968855235160897,5.815139017255464E-38,
1.995032293617754E-41,1.8169378840986481E-19,1.0,4.4688956041465015E-39,2.6916154058414262E-17,6.803424756629542E-44,
2.0800141620051802E-38,3.144603516940789E-18,0.999999999281215,1.6527796567368626E-37,7.187730922966233E-10,3.964534010382736E-39,
1.7005109132589724E-39,4.077961569375372E-21,0.36420778657088054,4.499502215266543E-37,0.6357922134291129,8.622094598075183E-37,
1.0484558081385035E-48,3.22769243188333E-30,1.0,4.284203406900749E-50,2.4386218575942518E-27,1.8192356436909444E-55,
1.213274402912675E-40,1.6194765955650113E-21,0.9982811702728709,4.1791566341282454E-39,0.001718829727130352,3.6714659216481825E-40,
4.809368512895253E-53,2.4129788174015512E-27,1.0,6.022516137398445E-52,3.0058398411498494E-30,7.5854785352921275E-65,
5.736408237617851E-38,2.8593924608718424E-22,0.18426353686821048,1.1509991789761986E-36,0.8157364631317912,1.7801231036394322E-37,
1.9401616180423872E-40,5.1017172013528304E-20,0.9564433589668865,1.8692765468868318E-38,0.0435566410331021,5.105270828015379E-41,
6.5328814563641775E-53,2.6696570255929394E-27,0.9999999999997726,6.717700673526384E-52,2.1885178857450546E-13,1.053711072427834E-55,
2.852082708844275E-54,1.7601718509057312E-28,0.9999999622505136,6.187536036544029E-52,3.774947466337394E-8,1.2820645685382822E-56,
1.2490851201558848E-38,2.3617246729842818E-20,0.3119527407747115,1.5139053111439882E-38,0.6880472592252924,1.0312670679667825E-37,
2.886299591181393E-39,4.607531363862699E-20,0.040301795286143305,9.641414366053307E-38,0.9596982047138548,2.010941838633266E-39,
3.621725556720366E-39,4.729510975846704E-19,0.9999999743355946,3.0131742873140505E-39,2.5664392400274746E-8,1.7929775834594232E-45,
4.4271873489065364E-48,2.5936042644485558E-20,1.0,8.483421688796067E-49,2.0443584333181552E-26,2.9948753806273324E-50,
9.511017740915537E-59,5.990485747886091E-28,1.0,2.675582152631173E-56,3.277894713809032E-23,4.488702419942465E-63,
7.609241020889061E-45,8.024138664493614E-23,6.131348444673344E-4,2.7854956834470716E-40,0.9993868651555534,4.7105628410556473E-32,
2.1063617361532354E-54,3.6994521658839685E-31,1.0,6.225473248941382E-54,5.652522005064589E-20,5.0830950762417346E-49,
1.3350417052232906E-42,1.6421299274263224E-23,0.9996655963626703,1.2848317064537961E-42,3.344036373333137E-4,6.379857902022267E-33,
2.158832428740717E-42,8.604987258340468E-24,0.9173230076479213,2.4850451004746822E-42,0.08267699235207754,4.465623930112276E-33,
2.8625792276805304E-41,8.252851982013583E-22,2.80681483286675E-9,1.848963156061264E-40,0.9999999971931857,1.0501672266285354E-34,
9.315097193924633E-46,1.7533749626291638E-24,0.9813720447984013,9.185786090435315E-45,0.018627955201594618,5.028464034667012E-36,
3.973818574546643E-40,2.2555604384568367E-27,7.84737174460662E-4,2.002243532693898E-40,0.9992152628255399,3.276662689117696E-32,
3.249035517058901E-39,7.075370639053326E-23,0.005001613790620037,8.352513348773724E-40,0.9949983862093807,3.21749546541297E-33,
1.3202345450086543E-41,4.161205218962002E-24,0.4659862194141709,2.3316629334355497E-43,0.5340137805858272,7.546222107357589E-34,
2.0416345005360782E-39,2.8313313672996017E-22,0.019257118839628374,6.175326630182917E-41,0.9807428811603786,1.0472596946389539E-31,
2.722002763444923E-27,3.0852444668561456E-31,0.9999999906799104,4.3877366311769544E-26,9.320099586947616E-9,2.9851420193939183E-17,
1.052179215294163E-56,2.7635846614616105E-29,0.999912866100749,1.5247706814527218E-55,8.713389923195494E-5,7.162257725862723E-45,
7.085119673700132E-64,2.520617452708923E-35,1.0,4.83774128118667E-64,1.6867825098429543E-15,5.013400813900815E-58,
1.1717902736329878E-42,1.3852144476873318E-22,0.09013118131157395,1.438499004781692E-42,0.9098688186884293,2.785509520378623E-33,
1.4173605250576132E-45,4.185931174797738E-24,0.32695779106825623,5.5331168609802784E-45,0.6730422089317525,4.768820148794631E-35,
9.237967042798612E-42,2.8610804308435753E-23,0.05854850016863479,5.75072734527095E-42,0.9414514998313636,4.4774334820307906E-32,
9.224130085704924E-59,1.1779721878125869E-31,0.9999886334411173,4.972251646435992E-59,1.1366558893284349E-5,5.3032855150250724E-48,
3.2317677936873655E-60,1.6717335389295697E-32,0.9999999988935997,2.808638736857259E-55,1.1064351103110045E-9,8.584985579795042E-52,
1.312968509436222E-57,4.4992721199102365E-26,0.9999999998814815,1.4377924777938365E-55,1.1852799293477265E-10,1.3179058285178295E-42,
1.1164152148471722E-40,3.608736432849956E-20,8.753459276377523E-5,8.156983132701911E-41,0.9999124654072364,1.4253877164400145E-25,
5.528822620914328E-74,1.6541379493893366E-32,1.0,6.284026936858085E-75,9.64500819874379E-26,1.21829030242038E-51,
1.874720511506487E-58,3.4270226899591623E-23,0.9999999893458665,1.013174775650122E-56,1.0654122992786818E-8,1.710902455911812E-41,
5.376914098302351E-43,2.229197341255594E-20,0.1568614866167586,1.2104328874498254E-41,0.8431385133832483,3.6049890165959225E-27,
1.7902711087107217E-58,8.245118191255078E-24,0.9999999999999432,4.361038407504075E-57,1.601302395231386E-14,3.561159935438762E-47,
2.995309819296248E-39,2.727295369013679E-23,0.002073864762269416,1.334023123599482E-40,0.9979261352377173,8.762228542069646E-25,
3.142499991967604E-41,5.135607912743398E-20,0.06147414071461765,1.65561122301308E-41,0.9385258592853772,2.321887487471659E-25,
1.2038188324493548E-45,6.01525390255794E-20,0.7434673425251558,1.9272409011257204E-44,0.2565326574748442,1.8137180259868778E-20,
7.323370146123137E-46,2.8109368695119123E-20,0.709237550685411,2.87722520245821E-44,0.2907624493146004,9.743629987941584E-20,
2.979960592055977E-41,2.7783887892319434E-20,0.07105709090128542,4.596342102411972E-42,0.9289429090987192,2.4488165812343415E-18,
5.245653009353086E-42,3.404256646448024E-19,0.013069100061732227,1.4028978104153115E-40,0.986930899938268,4.167679337606684E-18,
2.4629208526574794E-41,3.013978256032695E-20,0.03878741132148333,2.398296072089434E-41,0.9612125886785182,1.3759559448439118E-18,
1.6422173727670052E-40,3.178527903112717E-20,0.006889502936939393,8.395103693269315E-41,0.9931104970630543,2.1956291817784015E-18,
2.1012554658974337E-44,1.779198672998016E-21,0.001359296853674025,6.151076675946303E-40,0.9986407031463311,3.1063812271606516E-18,
1.5060064677996817E-41,4.369291944287514E-20,0.008465743336503772,9.540909358849981E-42,0.9915342566634902,1.9936131215568866E-19,
1.0009230592798671E-56,1.5312229813545744E-27,1.0,5.5902643252655564E-55,1.0241993138894137E-15,8.623798631285879E-40,
1.9497527285462591E-44,1.3457496336246583E-19,0.5542231014694959,2.2254051798861252E-33,0.4457768985305107,1.860571221947912E-19,
7.111588777219573E-66,5.104331714283319E-28,0.9999991241624427,4.8500819141273544E-49,8.758375611851395E-7,2.7007003918812477E-31,
8.175588545920793E-41,2.4711463062868146E-20,9.412268056431845E-4,3.018317566487069E-32,0.99905877319436,8.650335643651994E-18,
8.707770846398371E-42,6.058126764433801E-21,0.011091372770108755,4.813939535843943E-32,0.9889086272298913,1.0992165183289622E-18,
2.936981193007748E-45,4.078862880686214E-20,0.3339322759983832,4.3645997639583925E-33,0.6660677240016121,4.097981309604882E-49,
5.481187837781174E-44,2.138360565785859E-18,0.999998234557888,8.460796466363552E-32,1.7654420920684583E-6,8.402230996826949E-27,
1.0506640620615521E-66,8.415670007622174E-19,0.9999999980128678,5.6005400431370105E-50,1.9871472235578462E-9,3.4916539158575925E-39,
2.8623240180907646E-72,9.474548450553083E-20,0.9999999991226787,1.9430131114850946E-52,8.773078797910132E-10,1.911384264232617E-41,
7.415246447311217E-79,8.096563241652749E-19,1.0,9.680508277494907E-57,2.034297329879235E-161,4.242143407188897E-44,
2.3481015294641175E-44,7.233071523110741E-19,9.738875234217467E-8,1.168574229695012E-36,0.999999902611241,4.122307741403027E-22,
4.810317117277391E-45,5.43510874430373E-18,1.4920615919394834E-6,6.101657194788955E-37,0.9999985079384051,9.26469938804843E-23,
3.0371978498844105E-69,1.527077409045868E-21,1.0,2.5309494343407876E-50,2.336042228446772E-138,1.0336652891788616E-45,
2.9349383840185155E-47,3.84818055960249E-20,4.642921020620968E-9,5.785229856681951E-31,0.9999999953570722,8.494987958993371E-24,
6.765721810996076E-74,2.216893809325059E-19,0.5389409786140026,4.3144996471060295E-40,0.46105902138602406,2.768009635821531E-34,
