Removed state: 99, at trial 2
Removed state: 89, at trial 2
Removed state: 98, at trial 2
Removed state: 97, at trial 3
Removed state: 87, at trial 6
Removed state: 79, at trial 7
Removed state: 78, at trial 13
Removed state: 69, at trial 39
Removed state: 67, at trial 42
Removed state: 68, at trial 60
Removed state: 77, at trial 61
Removed state: 96, at trial 63
Removed state: 86, at trial 65
Removed state: 13, at trial 70
Removed state: 44, at trial 71
Removed state: 45, at trial 71
Removed state: 46, at trial 71
Removed state: 47, at trial 71
Removed state: 1, at trial 76
Removed state: 0, at trial 77
Removed state: 76, at trial 104
Removed state: 57, at trial 141
Removed state: 36, at trial 163
Removed state: 14, at trial 167
Removed state: 66, at trial 168
Removed state: 3, at trial 190
Removed state: 2, at trial 193
Removed state: 55, at trial 196
Removed state: 59, at trial 226
Removed state: 24, at trial 298
Removed state: 58, at trial 323
Removed state: 65, at trial 359
Removed state: 95, at trial 364
Removed state: 12, at trial 396
Removed state: 85, at trial 402
Removed state: 33, at trial 420
Removed state: 10, at trial 448
Removed state: 56, at trial 475
Removed state: 4, at trial 513
Removed state: 23, at trial 543
Removed state: 22, at trial 546
Removed state: 15, at trial 562
Removed state: 43, at trial 572
Removed state: 34, at trial 603
Removed state: 16, at trial 616
Removed state: 5, at trial 619
Removed state: 6, at trial 619
Removed state: 37, at trial 627
Removed state: 75, at trial 631
Removed state: 26, at trial 658
Removed state: 42, at trial 676
Removed state: 11, at trial 780
Removed state: 54, at trial 781
Removed state: 35, at trial 822
Removed state: 21, at trial 824
Removed state: 32, at trial 829
Removed state: 53, at trial 835
Removed state: 25, at trial 872
Removed state: 52, at trial 897
Removed state: 64, at trial 990
Removed state: 48, at trial 1479
Removed state: 31, at trial 1828
Removed state: 94, at trial 1902
Removed state: 41, at trial 2156
Removed state: 74, at trial 2172
Removed state: 38, at trial 2234
Removed state: 39, at trial 2234
Removed state: 84, at trial 2240
Removed state: 49, at trial 2495
Removed state: 51, at trial 3498
Removed state: 63, at trial 3602
Removed state: 30, at trial 3651
Removed state: 27, at trial 4332
Removed state: 7, at trial 4387
Removed state: 61, at trial 4416
Removed state: 93, at trial 4569
Removed state: 17, at trial 5191
Removed state: 62, at trial 5351
