Removed state: 99, at trial 4
Removed state: 89, at trial 6
Removed state: 98, at trial 6
Removed state: 79, at trial 8
Removed state: 88, at trial 9
Removed state: 87, at trial 9
Removed state: 69, at trial 9
Removed state: 97, at trial 10
Removed state: 78, at trial 10
Removed state: 77, at trial 11
Removed state: 68, at trial 11
Removed state: 86, at trial 13
Removed state: 96, at trial 13
Removed state: 59, at trial 14
Removed state: 67, at trial 16
Removed state: 76, at trial 16
Removed state: 95, at trial 17
Removed state: 58, at trial 18
Removed state: 85, at trial 20
Removed state: 94, at trial 21
Removed state: 48, at trial 25
Removed state: 49, at trial 25
Removed state: 84, at trial 31
Removed state: 75, at trial 34
Removed state: 38, at trial 40
Removed state: 39, at trial 50
Removed state: 93, at trial 67
Removed state: 66, at trial 75
Removed state: 57, at trial 83
Removed state: 74, at trial 116
Removed state: 83, at trial 190
Removed state: 1, at trial 233
Removed state: 0, at trial 238
Removed state: 47, at trial 300
Removed state: 2, at trial 313
Removed state: 18, at trial 313
Removed state: 11, at trial 324
Removed state: 10, at trial 376
Removed state: 7, at trial 385
Removed state: 8, at trial 397
Removed state: 4, at trial 419
Removed state: 3, at trial 420
Removed state: 24, at trial 452
Removed state: 25, at trial 456
Removed state: 26, at trial 539
Removed state: 35, at trial 647
Removed state: 34, at trial 647
Removed state: 29, at trial 658
Removed state: 17, at trial 697
Removed state: 16, at trial 724
Removed state: 37, at trial 787
Removed state: 36, at trial 793
Removed state: 20, at trial 826
Removed state: 14, at trial 827
Removed state: 15, at trial 834
Removed state: 13, at trial 845
Removed state: 12, at trial 902
Removed state: 27, at trial 982
Removed state: 21, at trial 987
Removed state: 19, at trial 1103
Removed state: 46, at trial 1244
Removed state: 45, at trial 1302
Removed state: 6, at trial 1443
Removed state: 5, at trial 1627
Removed state: 22, at trial 1639
Removed state: 82, at trial 1674
Removed state: 56, at trial 1782
Removed state: 33, at trial 1900
Removed state: 9, at trial 1953
Removed state: 65, at trial 2408
Removed state: 64, at trial 2488
Removed state: 23, at trial 2537
Removed state: 92, at trial 2865
Removed state: 81, at trial 3375
Removed state: 44, at trial 3499
Removed state: 55, at trial 4104
Removed state: 32, at trial 4495
Removed state: 63, at trial 5233
Removed state: 31, at trial 5832
