
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,1.3654040842071505E-8,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,1.3654040842071505E-8,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,1.3654040842071505E-8,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,1.3654040842071505E-8,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,1.3654040842071505E-8,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,3.3708625712363837E-15,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,7.377459135640507E-8,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,7.377459135640507E-8,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,7.377459135640507E-8,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,7.377459135640507E-8,0.0,0.0,5.379251207001016E-7,0.0,
0.0,0.0,0.0,4.1223192016084913E-7,0.0,0.0,5.379251207001016E-7,0.0,
