
0.24265353902105563,0.252478662016528,0.2502782231648873,0.25458957579752944,
0.0022848541918229384,0.9941197622923411,0.0015624916671071706,0.0020328918487290994,
0.002001553674761528,0.995188363480474,0.0010410380922865083,0.001769044752477263,
0.02128078072058519,0.9408306227497771,0.018824740729045476,0.019063855800592163,
0.016956308494204375,0.9465310910450879,0.014995422049169307,0.021517178411538423,
0.014761933807722142,0.9556825023964587,0.016580815290228704,0.012974748505591022,
0.014379165051339881,0.950433648594516,0.01685867765182314,0.018328508702321045,
0.016190898350628685,0.9529499021358959,0.015727897884500526,0.015131301628975106,
0.014066625237073997,0.9625613309448124,0.014175943587999751,0.009196100230114045,
0.016402949223953814,0.9586022251350148,0.013876427164594996,0.011118398476436286,
0.019713472779492456,0.958765396742719,0.011295460066456582,0.010225670411332358,
0.016556917254920395,0.9552391133670518,0.011114705421641221,0.01708926395638626,
0.016194801572208456,0.9568232751956267,0.007274437068480282,0.0197074861636849,
0.0203667064167377,0.9560733718385717,0.008854354014791201,0.014705567729899768,
0.01431094812056835,0.9595451941420358,0.010966800933373823,0.015177056804021182,
9.688798900484357E-4,0.9974436639998598,1.6367714348073439E-4,0.001423778966610369,
0.015516261011043475,0.9591689387622855,0.00841604075992873,0.016898759466742908,
0.01633366337993192,0.9564533323761909,0.01058751033288022,0.016625493910996526,
0.016549124456586645,0.9578174036046422,0.014668169566912092,0.010965302371859045,
0.0016742842403019594,0.9963259997102648,5.294951082806294E-4,0.001470220941152431,
9.808142386310758E-4,0.9964264874127533,4.265458595614965E-4,0.0021661524890545228,
6.392713724854573E-4,0.9980567991891182,1.1414710895828437E-4,0.0011897823294380586,
8.900141856386094E-4,0.997544491380427,1.938207182439168E-4,0.0013716737156903808,
6.988708499446766E-4,0.9925265299261886,7.250051386523709E-5,0.0067020987100018985,
7.532803955102799E-4,0.997343185079387,1.3886764607618323E-4,0.0017646668790264513,
6.185899276273286E-4,0.9979570622198001,1.0767571706803742E-4,0.0013166721355042951,
9.471399106269174E-4,0.9967519231124005,1.3509364010577012E-4,0.00216584333686715,
9.371430657520797E-4,0.997454984457626,1.1230525013581933E-4,0.001495567226485813,
4.734696815238692E-4,0.9981652124622102,7.448415911308408E-5,0.0012868336971530595,
8.098905211236314E-4,0.9980883697978181,2.0400432660596892E-4,8.97735354452199E-4,
6.857206158103192E-4,0.9975811766744154,1.1943867498403719E-4,0.0016136640347906006,
5.502411763422376E-4,0.9983506743111948,1.3237308362642084E-4,9.667114288361992E-4,
5.548807819290739E-4,0.9989227868910074,9.997247603886288E-5,4.22359851024521E-4,
5.126288160054618E-4,0.9989318482888164,1.2330260999199883E-4,4.3222028518640046E-4,
3.3149535152659116E-4,0.9984868112383343,3.379918798538999E-5,0.0011478942221534142,
5.607517239691756E-4,0.9989771920224909,9.4047413622089E-5,3.680088399176902E-4,
6.126557610160493E-4,0.9985830925054651,1.0855466307086441E-4,6.956970704480234E-4,
