
12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,
10,10,12,11,12,11,2,1,3,3,12,11,12,10,10,10,
8,8,11,11,11,11,1,3,1,3,12,12,12,8,11,10,
8,8,11,11,11,11,1,3,1,3,12,12,12,8,11,10,
7,7,11,11,11,11,1,3,1,3,5,5,3,7,2,10,
6,7,11,11,11,11,0,3,0,4,5,5,3,6,2,10,
6,6,11,11,11,11,0,3,0,4,5,5,3,6,2,10,
6,6,11,11,11,11,0,3,0,4,5,4,4,6,2,9,
6,6,6,6,6,6,0,3,0,5,5,3,5,6,2,9,
6,6,6,6,6,6,0,2,0,5,2,2,1,6,1,9,
6,6,4,6,4,6,0,2,0,5,2,2,1,6,1,9,
6,6,4,6,4,6,0,2,0,5,2,2,1,6,1,9,
5,5,4,6,4,6,0,2,0,5,2,2,1,5,1,9,
4,4,4,6,4,6,0,2,0,5,1,2,1,4,1,8,
4,4,4,6,4,6,0,2,0,5,1,2,1,4,1,8,
4,4,4,6,4,6,0,2,0,5,1,2,1,4,1,8,
4,4,3,4,3,4,0,2,0,6,1,2,1,4,1,9,
4,4,3,4,3,4,0,2,0,6,2,3,2,4,2,9,
4,4,3,4,3,4,0,2,0,6,4,4,4,4,3,10,
4,4,3,4,3,4,0,2,0,6,5,5,6,4,3,9,
4,4,3,4,3,4,0,2,0,6,6,5,7,4,3,9,
4,4,3,3,3,3,0,2,0,6,6,5,7,4,3,9,
4,4,6,3,2,2,0,1,0,7,6,5,8,4,3,9,
4,4,6,3,2,2,0,1,0,7,2,1,4,4,0,9,
4,4,6,3,2,2,0,1,0,7,4,1,6,4,0,9,
4,4,5,3,2,2,0,1,0,7,7,1,8,4,0,10,
4,4,5,3,2,2,0,1,0,7,7,1,8,4,0,10,
4,4,5,2,1,1,0,1,0,7,8,1,10,4,0,10,
4,4,5,2,1,1,0,1,0,7,9,1,11,4,0,9,
4,4,5,2,1,1,0,1,0,7,9,1,11,4,0,9,
4,4,5,2,1,1,0,1,0,7,9,1,11,4,0,9,
4,4,5,2,1,1,0,1,0,7,9,1,11,4,0,9,
4,4,4,2,1,1,0,1,0,7,9,0,10,4,0,9,
4,4,4,2,1,1,0,1,0,7,9,0,10,4,0,9,
4,4,5,2,0,1,0,1,0,7,9,0,10,4,0,9,
3,3,5,2,0,1,0,1,0,7,9,0,10,3,0,8,
3,3,3,2,0,1,0,1,0,7,9,0,10,3,0,8,
3,3,3,2,0,1,0,1,0,7,9,0,10,3,0,9,
3,3,3,2,0,1,0,1,0,7,7,0,9,3,0,10,
3,3,2,2,0,1,0,1,0,7,8,0,9,3,0,9,
3,3,2,2,0,1,0,1,0,8,8,0,9,3,0,8,
1,1,2,2,0,1,0,1,0,8,8,0,9,1,0,7,
1,1,2,2,0,1,0,1,0,8,10,0,11,1,0,7,
1,1,2,2,0,1,0,1,0,8,10,0,11,1,0,7,
1,1,1,2,0,1,0,1,0,7,11,0,11,1,0,7,
1,1,1,2,0,1,0,1,0,7,11,0,11,1,0,7,
1,1,1,2,0,1,0,1,0,7,9,0,11,1,0,6,
0,0,1,2,0,1,0,1,0,7,8,0,11,0,0,6,
0,0,1,2,0,1,0,1,0,7,8,0,11,0,0,6,
